# P	count	tag	form
1.00	1	ADJ	сотый
1.00	1	VERB	набил
1.00	1	ADV	вперёд
1.00	1	ADJ	ПРАВЫХ
1.00	1	PROPN	ПАРТИЙ
1.00	1	ADJ	протестным
1.00	1	ADJ	НЕОБХОДИМО
1.00	1	ADJ	СВОЕВРЕМЕННО
1.00	1	ADJ	ЦЕЛЕСООБРАЗНО
1.00	1	NOUN	персоналий
1.00	1	NOUN	ПОЛИТСОВЕТА
1.00	1	VERB	передумал
1.00	1	VERB	порекомендовал
1.00	2	PROPN	Навального
1.00	1	VERB	влюбится
1.00	1	VERB	раскрутить
1.00	1	DET	моём
1.00	1	PROPN	Навальный
1.00	1	ADJ	представительскую
1.00	1	VERB	приниматься
1.00	1	ADV	КОЛЛЕГИАЛЬНО
1.00	2	NOUN	ГУЛАГе
1.00	4	PROPN	Воркуту
1.00	1	NOUN	страданиях
1.00	1	NOUN	ленинградца
1.00	2	ADJ	Театрального
1.00	2	PROPN	Островского
1.00	1	ADJ	5-й
1.00	2	VERB	знакомят
1.00	1	NOUN	заворготделом
1.00	2	ADJ	Воркутинского
1.00	6	NOUN	горкома
1.00	1	NOUN	заочником
1.00	1	ADJ	Горного
1.00	1	PROPN	Федоровичем
1.00	1	PROPN	Ераховым
1.00	1	ADJ	двадцатидвухлетнего
1.00	1	VERB	горящими
1.00	4	VERB	Приезжай
1.00	4	NOUN	Матери
1.00	1	VERB	испугает
1.00	1	VERB	сослан
1.00	1	PROPN	Ирбит
1.00	1	VERB	отбывала
1.00	1	NOUN	инсульта
1.00	2	PROPN	Воркуты
1.00	2	VERB	развенчан
1.00	1	VERB	вздохнули
1.00	1	VERB	нравилась
1.00	1	VERB	пугало
1.00	1	VERB	Получалось
1.00	1	VERB	сосланы
1.00	1	VERB	Дождался
1.00	1	PROPN	Эйзенштейне
1.00	1	PROPN	Мейерхольде
1.00	1	PROPN	Вахтангове
1.00	1	PROPN	Таирове
1.00	2	PROPN	Воркута
1.00	2	VERB	убегал
1.00	1	ADJ	грустнее
1.00	1	NOUN	гудках
1.00	3	VERB	слышался
1.00	1	VERB	машущего
1.00	1	VERB	кричащего
1.00	1	VERB	Поехали
1.00	1	VERB	Прибывал
1.00	1	VERB	Встречало
1.00	2	VERB	Пахло
1.00	2	ADJ	одноэтажных
1.00	1	NOUN	перипетий
1.00	1	PROPN	Федоровича
1.00	1	PROPN	Ерахова
1.00	1	ADJ	воркутинскую
1.00	2	NOUN	студию
1.00	1	NOUN	воркутянами
1.00	2	PROPN	Редозубов
1.00	3	NOUN	зэк
1.00	1	VERB	Строил
1.00	1	NOUN	косогоре
1.00	1	NOUN	эмка
1.00	1	NOUN	матюгальник
1.00	1	VERB	укладывал
1.00	2	NOUN	шпалы
1.00	1	VERB	поднимайтесь
1.00	1	NOUN	шарашки
1.00	1	NOUN	мерзлотоведения
1.00	1	NOUN	сваях
1.00	1	ADJ	антисоветская
1.00	1	NOUN	уголовников
1.00	1	VERB	Уважая
1.00	1	ADJ	образованного
1.00	3	VERB	топить
1.00	1	VERB	возражало
1.00	1	ADJ	гулаговское
1.00	1	VERB	засыпали
1.00	1	NOUN	наставлений
1.00	1	VERB	Поберечь
1.00	1	VERB	пугаюсь
1.00	1	PROPN	Василевский
1.00	1	ADJ	механического
1.00	2	VERB	отбили
1.00	1	VERB	передвигался
1.00	1	VERB	советовал
1.00	1	NOUN	документалиста
1.00	3	PROPN	Воркуте
1.00	1	VERB	влюблялся
1.00	4	NOUN	артисты
1.00	1	ADJ	воркутинского
1.00	1	ADJ	музыкально
1.00	1	NOUN	оперетты
1.00	1	ADJ	добросовестный
1.00	1	ADJ	таировского
1.00	2	PROPN	Мери
1.00	1	PROPN	Михайловну
1.00	1	NOUN	актрису
1.00	3	NOUN	театров
1.00	1	ADJ	гулаговском
1.00	1	VERB	спивался
1.00	1	VERB	транслировалось
1.00	3	ADJ	Центральное
1.00	1	NOUN	Эфир
1.00	1	NOUN	Видеозаписи
1.00	1	VERB	продвинулся
1.00	1	VERB	Погибло
1.00	1	VERB	погибшим
1.00	1	NOUN	шахтерам
1.00	2	NOUN	горком
1.00	1	VERB	топали
1.00	1	DET	чьего
1.00	3	ADV	Назавтра
1.00	1	ADJ	возмутительный
1.00	4	NOUN	поступок
1.00	1	VERB	наслушался
1.00	1	VERB	опозорил
1.00	1	NOUN	замашками
1.00	1	VERB	уезжал
1.00	1	VERB	Осуждали
1.00	3	PROPN	Михайловна
1.00	1	PROPN	Долгодушев
1.00	1	NOUN	телевизионщик
1.00	1	ADJ	подлое
1.00	6	NOUN	собрании
1.00	1	VERB	поймав
1.00	1	VERB	поразившее
1.00	1	NOUN	перевоплощение
1.00	2	VERB	хлопали
1.00	1	ADJ	сквозной
1.00	1	NOUN	нитью
1.00	2	ADJ	норильской
1.00	1	PROPN	Лопато
1.00	1	VERB	познакомили
1.00	1	ADJ	горно
1.00	1	NOUN	заключенными
1.00	1	NOUN	зэками
1.00	1	VERB	осужденными
1.00	2	NOUN	Рассказы
1.00	1	VERB	Рождалось
1.00	2	NOUN	кинокомплекса
1.00	1	VERB	заикнуться
1.00	1	ADJ	гневный
1.00	2	VERB	выпив
0.67	2	ADV	поразительно
0.33	1	ADJ	поразительно
1.00	1	VERB	помяни
1.00	6	VERB	молчал
1.00	1	NOUN	Знакомство
1.00	1	PROPN	Тамарой
1.00	1	PROPN	Михайловной
1.00	1	PROPN	Потаповой
1.00	1	ADV	решительнее
1.00	2	ADJ	десятом
1.00	1	NOUN	антисоветчик
1.00	4	NOUN	ада
1.00	1	ADJ	восемнадцатилетняя
1.00	2	VERB	отыскала
1.00	1	VERB	Пристроившись
1.00	1	VERB	расставил
1.00	1	ADJ	снегозащитные
1.00	2	NOUN	щиты
1.00	1	NOUN	розу
1.00	1	NOUN	наклон
1.00	1	NOUN	щитами
1.00	2	PROPN	Потапова
1.00	1	VERB	уцепился
1.00	1	ADJ	Севастопольская
1.00	1	VERB	поразившие
1.00	1	NOUN	лоджиями
1.00	1	NOUN	верандами
1.00	1	VERB	засыпает
1.00	1	ADJ	армянский
1.00	1	PROPN	Кочар
1.00	1	VERB	убедила
1.00	2	VERB	снимаю
1.00	1	ADJ	Севастопольской
1.00	1	ADJ	Норильское
1.00	1	VERB	Взяв
1.00	1	VERB	показывал
1.00	6	NOUN	приказу
1.00	1	VERB	сожжены
1.00	1	ADJ	неугодное
1.00	1	VERB	Приехав
1.00	2	ADV	наготове
1.00	1	VERB	Мела
1.00	1	ADJ	Ленинскому
1.00	1	NOUN	Теорема
1.00	1	NOUN	заголовками
1.00	1	VERB	напоминающими
1.00	1	VERB	Обыгрывались
1.00	1	NOUN	галстуки
1.00	1	NOUN	насилии
1.00	1	NOUN	коллективизацию
1.00	1	PROPN	Голодомор
1.00	1	PROPN	Сыр-Дарьи
1.00	1	PROPN	Столыпине
1.00	1	ADJ	юбилейных
1.00	3	VERB	рассуждали
1.00	1	NOUN	реализма
1.00	1	VERB	вовлекла
1.00	1	VERB	относящейся
1.00	1	NOUN	Юбилей
1.00	2	PROPN	Столыпину
1.00	1	ADJ	аграрная
1.00	2	ADJ	Великих
1.00	1	ADJ	1860-х
1.00	5	VERB	реализован
1.00	1	NOUN	незавершенности
1.00	3	ADJ	крестьянской
1.00	1	ADJ	уравнительно
1.00	1	ADJ	передельной
1.00	4	NOUN	общину
1.00	2	NOUN	охранители
1.00	1	NOUN	оплотом
1.00	1	NOUN	народники
1.00	1	VERB	ратовали
1.00	1	VERB	импонировала
1.00	1	VERB	Основанная
1.00	1	NOUN	принуждении
1.00	1	ADJ	отсталой
1.00	1	ADJ	минималистской
1.00	1	NOUN	охранителями
1.00	3	NOUN	земство
1.00	1	ADJ	земские
1.00	1	NOUN	Община
1.00	1	VERB	тормозила
1.00	2	ADJ	сельскохозяйственное
1.00	2	ADJ	крестьянским
1.00	1	NOUN	агротехники
1.00	1	NOUN	севооборота
1.00	1	NOUN	мелкополосицы
1.00	1	NOUN	дальноземелья
1.00	2	ADJ	экстенсивного
1.00	1	NOUN	угодьями
1.00	1	NOUN	евроремонт
1.00	1	ADJ	крестьянский
0.33	2	NOUN	надел
0.67	4	VERB	надел
1.00	8	NOUN	дес.
1.00	1	NUM	4,4
1.00	1	NUM	4,1
1.00	1	VERB	преуспевали
1.00	1	ADJ	элитном
1.00	1	NOUN	черноземе
1.00	1	NOUN	урожаи
1.00	3	ADJ	средневековых
1.00	2	NOUN	приемах
1.00	1	ADJ	Абстрактные
1.00	1	NOUN	пролетариатства
1.00	1	VERB	нищала
1.00	3	ADJ	сельский
1.00	1	VERB	испугаться
1.00	1	VERB	спровоцированная
1.00	2	VERB	прислушаться
1.00	3	NOUN	голосу
1.00	2	VERB	отвергла
1.00	1	ADJ	шариковский
1.00	1	VERB	доминировал
1.00	1	VERB	обремененных
1.00	1	VERB	претендующего
1.00	1	VERB	основывалась
1.00	1	VERB	уравненных
1.00	2	NOUN	наделов
1.00	1	VERB	камуфлировалось
1.00	1	PROPN	Победоносцева
1.00	3	NOUN	марксисты
1.00	1	VERB	лишал
1.00	1	NOUN	Сущность
1.00	1	NOUN	домохозяин
1.00	1	NOUN	закрепления
1.00	1	ADJ	общинной
1.00	1	ADJ	выкупных
1.00	7	NUM	1907
1.00	1	ADJ	выкупную
1.00	1	VERB	законченной
1.00	1	VERB	выкупленной
1.00	1	VERB	завершала
1.00	1	NOUN	переделов
1.00	1	VERB	перешедшими
1.00	1	ADJ	удостоверительный
1.00	1	ADJ	надельной
1.00	4	NOUN	акта
1.00	1	NOUN	крестьянину
1.00	1	NOUN	односельчане
1.00	1	ADJ	индивидуальному
1.00	1	ADJ	беспередельному
1.00	1	NOUN	землепользованию
1.00	3	NOUN	владению
1.00	1	NOUN	наделами
1.00	1	NOUN	чересполосицы
1.00	1	VERB	оправдывалось
1.00	1	NOUN	землеустройством
1.00	1	NOUN	укрепленец
1.00	1	NOUN	выдела
1.00	2	NOUN	полос
1.00	4	NOUN	владений
1.00	1	ADJ	отрубного
1.00	1	VERB	переселялся
1.00	1	NOUN	отруб
1.00	1	ADJ	межевые
1.00	2	ADJ	Землеустроительные
1.00	4	VERB	производили
1.00	1	ADJ	безвозвратные
1.00	1	NOUN	перенесение
1.00	1	NOUN	историография
1.00	3	NOUN	укреплений
1.00	1	VERB	замедлился
1.00	1	VERB	упомянув
1.00	4	NOUN	землеустройство
1.00	2	NOUN	хутора
1.00	2	NOUN	отруба
0.50	1	NOUN	надела
0.50	1	VERB	надела
1.00	1	NOUN	Акты
1.00	3	NOUN	землеустройстве
1.00	7	NOUN	селений
1.00	4	NOUN	угодья
1.00	1	VERB	обособлены
1.00	1	ADJ	непосредственный
1.00	2	NOUN	землемеры
1.00	1	VERB	отграничить
1.00	2	ADJ	смежных
1.00	1	VERB	Решало
1.00	3	ADJ	групповое
1.00	1	VERB	замечавшееся
1.00	2	NOUN	историографией
1.00	1	NOUN	хуторизации
1.00	1	ADJ	огромно
1.00	1	ADJ	Однопланными
1.00	2	VERB	назывались
1.00	2	NOUN	акту
1.00	1	NOUN	Пашней
1.00	2	NOUN	луга
1.00	2	NOUN	пастбища
1.00	1	NOUN	выгоны
1.00	1	VERB	переделялись
1.00	1	NOUN	селениями
1.00	2	NOUN	Площадь
1.00	1	NOUN	однопланок
1.00	1	ADJ	северо-восточных
1.00	2	NOUN	губерниях
1.00	1	NOUN	десятин
1.00	3	NOUN	губерний
1.00	1	NUM	77
1.00	1	NOUN	уезд
1.00	1	NOUN	Неотмежеванность
1.00	2	ADJ	крестьянских
1.00	1	VERB	откладывала
1.00	1	NOUN	индивидуализацию
1.00	1	VERB	упорядочивало
1.00	2	VERB	снижало
1.00	1	VERB	готовило
1.00	1	VERB	устраиваемые
1.00	1	ADJ	последующему
1.00	2	NOUN	землеустройства
1.00	1	VERB	ходатайствовало
1.00	1	NUM	6174,5
1.00	2	NOUN	домохозяев
1.00	3	VERB	подано
1.00	1	NUM	2633,5
1.00	2	NOUN	ходатайств
1.00	1	NUM	3540,9
1.00	1	ADJ	групповые
1.00	2	VERB	начинало
1.00	3	ADJ	групповом
1.00	1	ADJ	повсеместном
1.00	1	NOUN	разрушении
1.00	1	NOUN	насаждении
1.00	2	NOUN	хуторов
1.00	1	NOUN	агитки
1.00	4	VERB	оскорбляют
1.00	1	PROPN	ВКПБ
1.00	1	ADJ	аграрный
1.00	2	ADJ	1870-х
1.00	2	ADJ	жизнеспособна
1.00	2	VERB	различались
1.00	1	NOUN	станиц
1.00	3	NOUN	ходатайства
1.00	1	NUM	6,2
1.00	1	NUM	62,1
1.00	2	VERB	закончена
1.00	1	ADJ	землемерные
1.00	1	NUM	46,4
1.00	1	ADJ	землеустроительные
1.00	1	NUM	38,2
1.00	1	ADJ	Подготовительные
1.00	1	VERB	желавших
1.00	1	NUM	34,3
1.00	1	NUM	374,7
1.00	1	VERB	купленных
1.00	1	NOUN	крестьянами
1.00	1	ADJ	Крестьянского
1.00	1	NOUN	землеустроители
1.00	1	NOUN	ходатайствам
1.00	1	VERB	пришлась
1.00	1	NUM	1909
1.00	2	NOUN	сельхозмашин
1.00	1	NUM	12,8
1.00	2	NOUN	пудов
1.00	2	NUM	2,7
1.00	1	ADJ	агрономическая
1.00	2	VERB	израсходовано
1.00	1	NUM	49,6
1.00	1	NUM	47,3
1.00	1	NOUN	крейсер
1.00	1	NOUN	Варяг
1.00	1	ADJ	двенадцатую
1.00	1	ADJ	земских
1.00	1	ADJ	зерноочистительных
1.00	1	ADJ	образцовых
1.00	2	VERB	Начался
1.00	1	ADJ	кооперативного
1.00	1	ADJ	Переселенческая
1.00	1	NOUN	Землеустройство
1.00	2	NOUN	Преобразования
1.00	1	ADJ	общинное
1.00	1	NOUN	миросозерцание
1.00	1	NOUN	мировосприятие
1.00	1	NOUN	декретов
1.00	1	ADJ	фантастическая
1.00	1	NOUN	химера
1.00	1	VERB	изобретенная
1.00	1	NOUN	недоучками
1.00	2	NOUN	народниками
1.00	1	NOUN	прозябание
1.00	1	NOUN	казарме
1.00	1	VERB	уготованной
1.00	1	ADJ	Великими
1.00	1	VERB	продолженный
1.00	1	ADJ	общегражданского
1.00	1	NOUN	органичности
1.00	4	ADJ	крепостного
1.00	1	NOUN	вранье
1.00	1	NOUN	призвание
1.00	1	VERB	разъезжают
1.00	1	NOUN	пролетках
1.00	1	PROPN	Мерседесах
1.00	1	VERB	делавшая
1.00	2	VERB	предоставляла
1.00	1	NOUN	марксистами
1.00	1	ADJ	1890-х
1.00	1	NOUN	континентах
1.00	1	VERB	загипнотизирована
1.00	1	ADJ	пономаревской
1.00	1	ADJ	Кратком
1.00	1	ADJ	базовыми
1.00	2	PROPN	Империи
1.00	2	NOUN	малоземелье
1.00	1	ADJ	непомерные
1.00	1	ADJ	Столыпинской
1.00	1	ADJ	прочая
1.00	1	ADJ	народническо
1.00	1	ADJ	марксистская
1.00	1	VERB	упомянуто
1.00	1	NOUN	Тезис
1.00	3	ADJ	голодном
1.00	4	NOUN	вывоза
1.00	2	ADJ	хлебных
1.00	6	NOUN	грузов
1.00	1	ADJ	Мифологический
1.00	1	NUM	1899
1.00	1	ADJ	питейный
1.00	1	ADJ	хлебного
1.00	1	VERB	вывезенного
1.00	1	VERB	выпитой
1.00	1	NOUN	хлебов
1.00	1	NUM	20,9
1.00	1	ADJ	питейного
1.00	1	NUM	35,1
1.00	2	VERB	именоваться
1.00	1	NOUN	словаре
1.00	1	PROPN	Ожегова
1.00	1	ADJ	неурожайные
1.00	1	VERB	руководила
1.00	2	ADJ	Сельская
1.00	1	VERB	тратило
1.00	3	NUM	1891
1.00	1	ADJ	пореформенную
1.00	1	NOUN	подати
1.00	3	NOUN	недоимок
1.00	1	ADJ	1880-х
1.00	1	ADJ	выкупные
1.00	1	ADJ	подушную
1.00	2	ADJ	соляной
1.00	1	NOUN	манифестам
1.00	1	VERB	сложено
1.00	1	ADJ	податных
1.00	1	VERB	списано
1.00	1	ADJ	стихийные
1.00	1	NOUN	неурожай
1.00	5	VERB	продолжало
1.00	1	NOUN	неурожаев
1.00	1	VERB	списывало
1.00	1	NOUN	Симптом
1.00	1	VERB	идеализирую
1.00	1	VERB	решаемые
1.00	1	VERB	раскрепощали
1.00	1	NOUN	демографы
1.00	1	VERB	искалечены
1.00	1	VERB	адресованным
1.00	1	ADV	злодейски
1.00	1	ADJ	Османская
1.00	1	ADJ	бесстыдным
1.00	1	ADJ	незаслуженным
1.00	1	NOUN	поношениям
1.00	2	ADJ	точечная
1.00	1	ADJ	бесстрашной
1.00	1	VERB	укрупнялся
1.00	2	VERB	решаемых
1.00	1	ADJ	юбилейные
1.00	1	NOUN	тезисам
1.00	1	VERB	прослушанных
1.00	1	ADJ	будущими
1.00	1	NOUN	публицистами
1.00	1	NOUN	анамнезу
1.00	1	VERB	протестовали
1.00	2	VERB	навязанной
1.00	1	VERB	обрекала
1.00	5	NOUN	Лозунг
1.00	1	VERB	объединивший
1.00	1	VERB	унижающим
1.00	1	ADJ	беспрецедентная
1.00	1	NOUN	многолюдность
1.00	2	VERB	состоявшиеся
1.00	1	VERB	отступила
1.00	2	VERB	наблюдает
1.00	1	VERB	выясняют
1.00	1	VERB	предвкушаемых
1.00	2	ADV	суетливо
1.00	2	VERB	присвоить
1.00	1	VERB	Разрешив
1.00	1	VERB	проигнорировав
1.00	2	VERB	митингующим
1.00	1	ADJ	беспредметными
1.00	3	NOUN	пришествия
1.00	1	VERB	одолеете
1.00	1	VERB	возведенная
1.00	1	VERB	узаконенный
1.00	2	VERB	дающей
1.00	2	VERB	собираясь
1.00	2	ADJ	аполитичная
1.00	1	VERB	произносится
1.00	1	VERB	подразумевается
1.00	4	VERB	узаконенной
1.00	1	VERB	покушаются
1.00	1	NOUN	персонификатора
1.00	1	VERB	узаконившей
1.00	1	VERB	отмалчиваются
1.00	1	NOUN	умонастроениях
1.00	1	VERB	отказав
1.00	1	NOUN	требованиях
